x,y,width,height,confidence,class,image_path,tile_col,tile_row,object_centroid_x,object_centroid_y,geotransform,mylist,bb
307,323,590,534,0.5503286719322205,infested_tree,jpg/tile_7_19.jpg,7,19,602,56,"[259919.86750425326, 0.014080873475957724, 0.0, 1483882.904842721, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259924.19033241036 1483878.3567205884, 259924.19033241036 1483870.8375341522, 259932.49804776118 1483870.8375341522, 259932.49804776118 1483878.3567205884, 259924.19033241036 1483878.3567205884))"
222,917,432,164,0.2960102558135986,infested_tree,jpg/tile_7_20.jpg,7,20,438,835,"[259919.86750425326, 0.014080873475957724, 0.0, 1483868.8239692452, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259922.9934581649 1483855.9118082677, 259922.9934581649 1483853.6025450176, 259929.07639550653 1483853.6025450176, 259929.07639550653 1483855.9118082677, 259922.9934581649 1483855.9118082677))"
209,318,415,453,0.6722068786621094,healthy_tree,jpg/tile_7_21.jpg,7,21,416,92,"[259919.86750425326, 0.014080873475957724, 0.0, 1483854.7430957693, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259922.81040680973 1483850.265378004, 259922.81040680973 1483843.8867423194, 259928.65396930225 1483843.8867423194, 259928.65396930225 1483850.265378004, 259922.81040680973 1483850.265378004))"
160,115,314,221,0.3022480010986328,infested_tree,jpg/tile_8_12.jpg,8,12,317,5,"[259933.94837772922, 0.014080873475957724, 0.0, 1483981.470957053, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259936.20131748536 1483979.8516566032, 259936.20131748536 1483976.739783565, 259940.62271175682 1483976.739783565, 259940.62271175682 1483979.8516566032, 259936.20131748536 1483979.8516566032))"
641,632,460,453,0.4659577012062073,infested_tree,jpg/tile_8_14.jpg,8,14,871,406,"[259933.94837772922, 0.014080873475957724, 0.0, 1483953.309210101, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259942.9742176273 1483944.410098064, 259942.9742176273 1483938.0314623795, 259949.45141942624 1483938.0314623795, 259949.45141942624 1483944.410098064, 259942.9742176273 1483944.410098064))"
331,644,456,414,0.6698264479637146,infested_tree,jpg/tile_8_17.jpg,8,17,559,437,"[259933.94837772922, 0.014080873475957724, 0.0, 1483911.066589673, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259938.60914684975 1483901.9985071546, 259938.60914684975 1483896.1690255357, 259945.0300251548 1483896.1690255357, 259945.0300251548 1483901.9985071546, 259938.60914684975 1483901.9985071546))"
267,282,501,506,0.350569874048233,infested_tree,jpg/tile_8_17.jpg,8,17,517,29,"[259933.94837772922, 0.014080873475957724, 0.0, 1483911.066589673, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259937.7079709473 1483907.0957833529, 259937.7079709473 1483899.970861374, 259944.76248855874 1483899.970861374, 259944.76248855874 1483907.0957833529, 259937.7079709473 1483907.0957833529))"
807,374,384,610,0.3428069949150085,infested_tree,jpg/tile_8_17.jpg,8,17,999,69,"[259933.94837772922, 0.014080873475957724, 0.0, 1483911.066589673, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259945.31164262432 1483905.800342993, 259945.31164262432 1483897.2110101727, 259950.7186980391 1483897.2110101727, 259950.7186980391 1483905.800342993, 259945.31164262432 1483905.800342993))"
484,891,778,214,0.272386372089386,infested_tree,jpg/tile_8_18.jpg,8,18,873,784,"[259933.94837772922, 0.014080873475957724, 0.0, 1483896.9857161972, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259940.76352049157 1483884.43965793, 259940.76352049157 1483881.4263510061, 259951.71844005588 1483881.4263510061, 259951.71844005588 1483884.43965793, 259940.76352049157 1483884.43965793))"
158,491,314,404,0.5555978417396545,infested_tree,jpg/tile_8_19.jpg,8,19,315,289,"[259933.94837772922, 0.014080873475957724, 0.0, 1483882.904842721, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259936.17315573842 1483875.9911338445, 259936.17315573842 1483870.30246096, 259940.59455000988 1483870.30246096, 259940.59455000988 1483875.9911338445, 259936.17315573842 1483875.9911338445))"
840,158,318,314,0.4438109993934631,infested_tree,jpg/tile_8_19.jpg,8,19,999,1,"[259933.94837772922, 0.014080873475957724, 0.0, 1483882.904842721, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259945.77631144904 1483880.680064712, 259945.77631144904 1483876.2586704404, 259950.25402921438 1483876.2586704404, 259950.25402921438 1483880.680064712, 259945.77631144904 1483880.680064712))"
220,178,431,346,0.4201060533523559,infested_tree,jpg/tile_8_19.jpg,8,19,435,5,"[259933.94837772922, 0.014080873475957724, 0.0, 1483882.904842721, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259937.04616989393 1483880.3984472423, 259937.04616989393 1483875.5264650197, 259943.11502636207 1483875.5264650197, 259943.11502636207 1483880.3984472423, 259937.04616989393 1483880.3984472423))"
453,412,426,465,0.2995679378509521,infested_tree,jpg/tile_8_19.jpg,8,19,666,180,"[259933.94837772922, 0.014080873475957724, 0.0, 1483882.904842721, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259940.32701341383 1483877.103522849, 259940.32701341383 1483870.5559166828, 259946.3254655146 1483870.5559166828, 259946.3254655146 1483877.103522849, 259940.32701341383 1483877.103522849))"
926,117,146,235,0.2716546058654785,infested_tree,jpg/tile_9_3.jpg,9,3,999,0,"[259948.02925120515, 0.014080873475957724, 0.0, 1484108.1988183365, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259961.06814004388 1484106.5513561398, 259961.06814004388 1484103.242350873, 259963.12394757138 1484103.242350873, 259963.12394757138 1484106.5513561398, 259961.06814004388 1484106.5513561398))"
273,429,509,506,0.6131535172462463,infested_tree,jpg/tile_9_17.jpg,9,17,527,176,"[259948.02925120515, 0.014080873475957724, 0.0, 1483911.066589673, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259951.8733296641 1483905.0258949518, 259951.8733296641 1483897.9009729729, 259959.04049426335 1483897.9009729729, 259959.04049426335 1483905.0258949518, 259951.8733296641 1483905.0258949518))"
221,906,443,187,0.3395043015480041,infested_tree,jpg/tile_9_18.jpg,9,18,442,813,"[259948.02925120515, 0.014080873475957724, 0.0, 1483896.9857161972, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259951.14112424335 1483884.228444828, 259951.14112424335 1483881.5953214879, 259957.3789511932 1483881.5953214879, 259957.3789511932 1483884.228444828, 259951.14112424335 1483884.228444828))"
810,885,378,228,0.3107405602931976,infested_tree,jpg/tile_9_18.jpg,9,18,999,771,"[259948.02925120515, 0.014080873475957724, 0.0, 1483896.9857161972, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259959.4347587207 1483884.524143171, 259959.4347587207 1483881.3137040185, 259964.7573288946 1483881.3137040185, 259964.7573288946 1483884.524143171, 259959.4347587207 1483884.524143171))"
198,132,396,264,0.6076748371124268,infested_tree,jpg/tile_9_19.jpg,9,19,396,0,"[259948.02925120515, 0.014080873475957724, 0.0, 1483882.904842721, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259950.8172641534 1483881.0461674223, 259950.8172641534 1483877.3288168246, 259956.39329004986 1483877.3288168246, 259956.39329004986 1483881.0461674223, 259950.8172641534 1483881.0461674223))"
730,282,407,464,0.5489969849586487,infested_tree,jpg/tile_9_19.jpg,9,19,933,50,"[259948.02925120515, 0.014080873475957724, 0.0, 1483882.904842721, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259958.3082888426 1483878.9340364009, 259958.3082888426 1483872.400511108, 259964.03920434733 1483872.400511108, 259964.03920434733 1483878.9340364009, 259958.3082888426 1483878.9340364009))"
148,367,290,404,0.351970762014389,infested_tree,jpg/tile_9_19.jpg,9,19,293,165,"[259948.02925120515, 0.014080873475957724, 0.0, 1483882.904842721, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259950.1132204796 1483877.7371621553, 259950.1132204796 1483872.048489271, 259954.19667378764 1483872.048489271, 259954.19667378764 1483877.7371621553, 259950.1132204796 1483877.7371621553))"
476,880,650,239,0.3671269416809082,infested_tree,jpg/tile_9_20.jpg,9,20,801,761,"[259948.02925120515, 0.014080873475957724, 0.0, 1483868.8239692452, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259954.7317469797 1483856.4328005863, 259954.7317469797 1483853.0674718255, 259963.88431473906 1483853.0674718255, 259963.88431473906 1483856.4328005863, 259954.7317469797 1483856.4328005863))"
870,153,259,307,0.3670409321784973,infested_tree,jpg/tile_9_21.jpg,9,21,999,0,"[259948.02925120515, 0.014080873475957724, 0.0, 1483854.7430957693, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259960.27961112923 1483852.5887221275, 259960.27961112923 1483848.2658939704, 259963.9265573595 1483848.2658939704, 259963.9265573595 1483852.5887221275, 259960.27961112923 1483852.5887221275))"
460,857,414,282,0.553066611289978,infested_tree,jpg/tile_10_2.jpg,10,2,667,716,"[259962.11012468112, 0.014080873475957724, 0.0, 1484122.2796918123, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259968.58732648005 1484110.2123832435, 259968.58732648005 1484106.2415769233, 259974.4168080991 1484106.2415769233, 259974.4168080991 1484110.2123832435, 259968.58732648005 1484110.2123832435))"
462,850,434,295,0.5480540990829468,healthy_tree,jpg/tile_10_2.jpg,10,2,679,703,"[259962.11012468112, 0.014080873475957724, 0.0, 1484122.2796918123, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259968.61548822702 1484110.3109493577, 259968.61548822702 1484106.1570916823, 259974.72658731558 1484106.1570916823, 259974.72658731558 1484110.3109493577, 259968.61548822702 1484110.3109493577))"
811,724,376,532,0.3638620972633362,infested_tree,jpg/tile_10_2.jpg,10,2,999,458,"[259962.11012468112, 0.014080873475957724, 0.0, 1484122.2796918123, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259973.5297130701 1484112.0851394157, 259973.5297130701 1484104.5941147264, 259978.82412149708 1484104.5941147264, 259978.82412149708 1484112.0851394157, 259973.5297130701 1484112.0851394157))"
183,135,367,271,0.58412104845047,infested_tree,jpg/tile_10_3.jpg,10,3,366,0,"[259962.11012468112, 0.014080873475957724, 0.0, 1484108.1988183365, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259964.68692452722 1484106.2979004171, 259964.68692452722 1484102.4819837052, 259969.8546050929 1484102.4819837052, 259969.8546050929 1484106.2979004171, 259964.68692452722 1484106.2979004171))"
173,805,346,389,0.3871153593063354,infested_tree,jpg/tile_10_3.jpg,10,3,346,611,"[259962.11012468112, 0.014080873475957724, 0.0, 1484108.1988183365, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259964.54611579244 1484096.8637151883, 259964.54611579244 1484091.3862554063, 259969.41809801513 1484091.3862554063, 259969.41809801513 1484096.8637151883, 259964.54611579244 1484096.8637151883))"
153,261,306,476,0.4171444177627563,infested_tree,jpg/tile_10_4.jpg,10,4,306,23,"[259962.11012468112, 0.014080873475957724, 0.0, 1484094.1179448606, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259964.26449832294 1484090.4428368835, 259964.26449832294 1484083.740341109, 259968.5732456066 1484083.740341109, 259968.5732456066 1484090.4428368835, 259964.26449832294 1484090.4428368835))"
521,832,609,329,0.2782742381095886,infested_tree,jpg/tile_10_4.jpg,10,4,825,668,"[259962.11012468112, 0.014080873475957724, 0.0, 1484094.1179448606, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259969.4462597621 1484082.4026581286, 259969.4462597621 1484077.770050755, 259978.02151170897 1484077.770050755, 259978.02151170897 1484082.4026581286, 259969.4462597621 1484082.4026581286))"
715,115,568,228,0.2994618713855743,infested_tree,jpg/tile_10_5.jpg,10,5,999,1,"[259962.11012468112, 0.014080873475957724, 0.0, 1484080.0370713845, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259972.17794921642 1484078.4177709348, 259972.17794921642 1484075.2073317822, 259980.17588535076 1484075.2073317822, 259980.17588535076 1484078.4177709348, 259972.17794921642 1484078.4177709348))"
179,788,353,414,0.3622699379920959,infested_tree,jpg/tile_10_9.jpg,10,9,355,581,"[259962.11012468112, 0.014080873475957724, 0.0, 1484023.7135774808, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259964.6306010333 1484012.6178491816, 259964.6306010333 1484006.7883675627, 259969.6011493703 1484006.7883675627, 259969.6011493703 1484012.6178491816, 259964.6306010333 1484012.6178491816))"
49,67,98,115,0.3209044337272644,infested_tree,jpg/tile_10_20.jpg,10,20,98,10,"[259962.11012468112, 0.014080873475957724, 0.0, 1483868.8239692452, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259962.80008748145 1483867.8805507224, 259962.80008748145 1483866.2612502726, 259964.18001308208 1483866.2612502726, 259964.18001308208 1483867.8805507224, 259962.80008748145 1483867.8805507224))"
82,162,165,325,0.5290785431861877,infested_tree,jpg/tile_10_21.jpg,10,21,164,0,"[259962.11012468112, 0.014080873475957724, 0.0, 1483854.7430957693, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259963.26475630613 1483852.4619942661, 259963.26475630613 1483847.8857103866, 259965.58810042965 1483847.8857103866, 259965.58810042965 1483852.4619942661, 259963.26475630613 1483852.4619942661))"
337,167,393,332,0.5099841356277466,infested_tree,jpg/tile_10_21.jpg,10,21,533,1,"[259962.11012468112, 0.014080873475957724, 0.0, 1483854.7430957693, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259966.8553790425 1483852.3915898988, 259966.8553790425 1483847.7167399048, 259972.38916231855 1483847.7167399048, 259972.38916231855 1483852.3915898988, 259966.8553790425 1483852.3915898988))"
217,866,435,267,0.5943953990936279,infested_tree,jpg/tile_11_2.jpg,11,2,434,733,"[259976.19099815708, 0.014080873475957724, 0.0, 1484122.2796918123, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259979.24654770136 1484110.0856553821, 259979.24654770136 1484106.326062164, 259985.3717276634 1484106.326062164, 259985.3717276634 1484110.0856553821, 259979.24654770136 1484110.0856553821))"
287,115,556,225,0.3278320133686065,infested_tree,jpg/tile_11_3.jpg,11,3,565,3,"[259976.19099815708, 0.014080873475957724, 0.0, 1484108.1988183365, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259980.23220884468 1484106.5795178867, 259980.23220884468 1484103.4113213546, 259988.06117449733 1484103.4113213546, 259988.06117449733 1484106.5795178867, 259980.23220884468 1484106.5795178867))"
600,326,442,431,0.6691528558731079,infested_tree,jpg/tile_11_5.jpg,11,5,821,111,"[259976.19099815708, 0.014080873475957724, 0.0, 1484080.0370713845, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259984.63952224265 1484075.4467066312, 259984.63952224265 1484069.377850163, 259990.86326831902 1484069.377850163, 259990.86326831902 1484075.4467066312, 259984.63952224265 1484075.4467066312))"
882,789,235,417,0.6205989122390747,healthy_tree,jpg/tile_11_5.jpg,11,5,999,581,"[259976.19099815708, 0.014080873475957724, 0.0, 1484080.0370713845, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259988.61032856288 1484068.927262212, 259988.61032856288 1484063.0555379724, 259991.91933382972 1484063.0555379724, 259991.91933382972 1484068.927262212, 259988.61032856288 1484068.927262212))"
275,482,450,346,0.6867161393165588,infested_tree,jpg/tile_11_8.jpg,11,8,500,309,"[259976.19099815708, 0.014080873475957724, 0.0, 1484037.7944509566, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259980.06323836296 1484031.0074699412, 259980.06323836296 1484026.1354877185, 259986.39963142714 1484026.1354877185, 259986.39963142714 1484031.0074699412, 259980.06323836296 1484031.0074699412))"
723,682,343,401,0.3454101383686065,healthy_tree,jpg/tile_11_8.jpg,11,8,894,482,"[259976.19099815708, 0.014080873475957724, 0.0, 1484037.7944509566, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259986.3714696802 1484028.1912952461, 259986.3714696802 1484022.5448649824, 259991.20120928244 1484022.5448649824, 259991.20120928244 1484028.1912952461, 259986.3714696802 1484028.1912952461))"
503,378,510,393,0.5938447117805481,infested_tree,jpg/tile_12_5.jpg,12,5,758,182,"[259990.27187163304, 0.014080873475957724, 0.0, 1484080.0370713845, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259997.35455099144 1484074.7145012105, 259997.35455099144 1484069.1807179344, 260004.5357964642 1484069.1807179344, 260004.5357964642 1484074.7145012105, 259997.35455099144 1484074.7145012105))"
167,794,329,401,0.4106031656265259,infested_tree,jpg/tile_12_5.jpg,12,5,331,594,"[259990.27187163304, 0.014080873475957724, 0.0, 1484080.0370713845, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259992.62337750354 1484068.8568578446, 259992.62337750354 1484063.2104275809, 259997.25598487712 1484063.2104275809, 259997.25598487712 1484068.8568578446, 259992.62337750354 1484068.8568578446))"
859,471,275,346,0.3509751558303833,infested_tree,jpg/tile_12_5.jpg,12,5,996,298,"[259990.27187163304, 0.014080873475957724, 0.0, 1484080.0370713845, 0.0, -0.014080873475957724]",1.1,"POLYGON ((260002.36734194888 1484073.4049799773, 260002.36734194888 1484068.5329977546, 260006.23958215475 1484068.5329977546, 260006.23958215475 1484073.4049799773, 260002.36734194888 1484073.4049799773))"
485,389,487,376,0.2996265888214111,healthy_tree,jpg/tile_12_5.jpg,12,5,728,201,"[259990.27187163304, 0.014080873475957724, 0.0, 1484080.0370713845, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259997.10109526888 1484074.5596116025, 259997.10109526888 1484069.2652031756, 260003.95848065167 1484069.2652031756, 260003.95848065167 1484074.5596116025, 259997.10109526888 1484074.5596116025))"
283,114,473,229,0.3650969564914703,infested_tree,jpg/tile_12_6.jpg,12,6,519,0,"[259990.27187163304, 0.014080873475957724, 0.0, 1484065.9561979086, 0.0, -0.014080873475957724]",1.1,"POLYGON ((259994.25675882673 1484064.3509783323, 259994.25675882673 1484061.1264583063, 260000.91701198084 1484061.1264583063, 260000.91701198084 1484064.3509783323, 259994.25675882673 1484064.3509783323))"
682,917,496,165,0.3488187491893768,infested_tree,jpg/tile_13_2.jpg,13,2,930,835,"[260004.352745109, 0.014080873475957724, 0.0, 1484122.2796918123, 0.0, -0.014080873475957724]",1.1,"POLYGON ((260013.9559008196 1484109.3675308349, 260013.9559008196 1484107.0441867113, 260020.94001406367 1484107.0441867113, 260020.94001406367 1484109.3675308349, 260013.9559008196 1484109.3675308349))"
679,122,518,245,0.4519041180610657,infested_tree,jpg/tile_13_3.jpg,13,3,938,0,"[260004.352745109, 0.014080873475957724, 0.0, 1484108.1988183365, 0.0, -0.014080873475957724]",1.1,"POLYGON ((260013.9136581992 1484106.4809517723, 260013.9136581992 1484103.0311377707, 260021.20755065975 1484103.0311377707, 260021.20755065975 1484106.4809517723, 260013.9136581992 1484106.4809517723))"
762,656,384,290,0.725257933139801,infested_tree,jpg/tile_13_5.jpg,13,5,954,511,"[260004.352745109, 0.014080873475957724, 0.0, 1484080.0370713845, 0.0, -0.014080873475957724]",1.1,"POLYGON ((260015.0823706977 1484070.8000183844, 260015.0823706977 1484066.7165650763, 260020.48942611247 1484066.7165650763, 260020.48942611247 1484070.8000183844, 260015.0823706977 1484070.8000183844))"
399,579,389,281,0.3906908333301544,infested_tree,jpg/tile_13_5.jpg,13,5,593,439,"[260004.352745109, 0.014080873475957724, 0.0, 1484080.0370713845, 0.0, -0.014080873475957724]",1.1,"POLYGON ((260009.9710136259 1484071.884245642, 260009.9710136259 1484067.9275201953, 260015.44847340806 1484067.9275201953, 260015.44847340806 1484071.884245642, 260009.9710136259 1484071.884245642))"
376,275,731,550,0.2976462543010711,infested_tree,jpg/tile_13_6.jpg,13,6,741,0,"[260004.352745109, 0.014080873475957724, 0.0, 1484065.9561979086, 0.0, -0.014080873475957724]",1.1,"POLYGON ((260009.64715353597 1484062.0839577026, 260009.64715353597 1484054.3394772909, 260019.9402720469 1484054.3394772909, 260019.9402720469 1484062.0839577026, 260009.64715353597 1484062.0839577026))"
734,438,525,567,0.4086560606956482,infested_tree,jpg/tile_14_3.jpg,14,3,996,155,"[260018.43361858494, 0.014080873475957724, 0.0, 1484108.1988183365, 0.0, -0.014080873475957724]",1.1,"POLYGON ((260028.7689797163 1484102.031395754, 260028.7689797163 1484094.0475404933, 260036.16143829116 1484094.0475404933, 260036.16143829116 1484102.031395754, 260028.7689797163 1484102.031395754))"
762,482,456,596,0.5795382261276245,infested_tree,jpg/tile_14_6.jpg,14,6,990,184,"[260018.43361858494, 0.014080873475957724, 0.0, 1484065.9561979086, 0.0, -0.014080873475957724]",1.1,"POLYGON ((260029.16324417363 1484059.1692168931, 260029.16324417363 1484050.7770163014, 260035.58412247867 1484050.7770163014, 260035.58412247867 1484059.1692168931, 260029.16324417363 1484059.1692168931))"
245,390,490,643,0.4187380075454712,infested_tree,jpg/tile_14_6.jpg,14,6,490,69,"[260018.43361858494, 0.014080873475957724, 0.0, 1484065.9561979086, 0.0, -0.014080873475957724]",1.1,"POLYGON ((260021.88343258656 1484060.464657253, 260021.88343258656 1484051.410655608, 260028.78306058978 1484051.410655608, 260028.78306058978 1484060.464657253, 260021.88343258656 1484060.464657253))"
787,836,418,323,0.7172825336456299,infested_tree,jpg/tile_14_7.jpg,14,7,996,675,"[260018.43361858494, 0.014080873475957724, 0.0, 1484051.8753244327, 0.0, -0.014080873475957724]",1.1,"POLYGON ((260029.5152660105 1484040.1037142067, 260029.5152660105 1484035.555592074, 260035.40107112346 1484035.555592074, 260035.40107112346 1484040.1037142067, 260029.5152660105 1484040.1037142067))"
223,642,390,282,0.3179164826869964,infested_tree,jpg/tile_14_7.jpg,14,7,418,501,"[260018.43361858494, 0.014080873475957724, 0.0, 1484051.8753244327, 0.0, -0.014080873475957724]",1.1,"POLYGON ((260021.57365337008 1484042.8354036612, 260021.57365337008 1484038.864597341, 260027.0651940257 1484038.864597341, 260027.0651940257 1484042.8354036612, 260021.57365337008 1484042.8354036612))"
208,782,417,425,0.4926642775535583,healthy_tree,jpg/tile_14_13.jpg,14,13,416,570,"[260018.43361858494, 0.014080873475957724, 0.0, 1483967.3900835768, 0.0, -0.014080873475957724]",1.1,"POLYGON ((260021.36244026793 1483956.3788405186, 260021.36244026793 1483950.3944692914, 260027.2341645074 1483950.3944692914, 260027.2341645074 1483956.3788405186, 260021.36244026793 1483956.3788405186))"
865,880,259,235,0.4921920597553253,infested_tree,jpg/tile_14_15.jpg,14,15,994,763,"[260018.43361858494, 0.014080873475957724, 0.0, 1483939.228336625, 0.0, -0.014080873475957724]",1.1,"POLYGON ((260030.61357414164 1483926.8371679662, 260030.61357414164 1483923.5281626994, 260034.2605203719 1483923.5281626994, 260034.2605203719 1483926.8371679662, 260030.61357414164 1483926.8371679662))"
863,884,270,231,0.4017803072929382,healthy_tree,jpg/tile_14_15.jpg,14,15,998,769,"[260018.43361858494, 0.014080873475957724, 0.0, 1483939.228336625, 0.0, -0.014080873475957724]",1.1,"POLYGON ((260030.5854123947 1483926.7808444723, 260030.5854123947 1483923.5281626994, 260034.3872482332 1483923.5281626994, 260034.3872482332 1483926.7808444723, 260030.5854123947 1483926.7808444723))"
769,214,460,429,0.3531785011291504,infested_tree,jpg/tile_14_16.jpg,14,16,999,0,"[260018.43361858494, 0.014080873475957724, 0.0, 1483925.147463149, 0.0, -0.014080873475957724]",1.1,"POLYGON ((260029.26181028795 1483922.134156225, 260029.26181028795 1483916.0934615037, 260035.73901208688 1483916.0934615037, 260035.73901208688 1483922.134156225, 260029.26181028795 1483922.134156225))"
739,681,473,506,0.2930939793586731,healthy_tree,jpg/tile_14_16.jpg,14,16,975,428,"[260018.43361858494, 0.014080873475957724, 0.0, 1483925.147463149, 0.0, -0.014080873475957724]",1.1,"POLYGON ((260028.83938408367 1483915.5583883119, 260028.83938408367 1483908.433466333, 260035.49963723778 1483908.433466333, 260035.49963723778 1483915.5583883119, 260028.83938408367 1483915.5583883119))"
884,914,225,171,0.3759960830211639,infested_tree,jpg/tile_14_17.jpg,14,17,996,829,"[260018.43361858494, 0.014080873475957724, 0.0, 1483911.066589673, 0.0, -0.014080873475957724]",1.1,"POLYGON ((260030.88111073768 1483898.196671316, 260030.88111073768 1483895.7888419516, 260034.04930726977 1483895.7888419516, 260034.04930726977 1483898.196671316, 260030.88111073768 1483898.196671316))"
888,132,220,264,0.4373402595520019,infested_tree,jpg/tile_14_18.jpg,14,18,998,0,"[260018.43361858494, 0.014080873475957724, 0.0, 1483896.9857161972, 0.0, -0.014080873475957724]",1.1,"POLYGON ((260030.9374342316 1483895.1270408984, 260030.9374342316 1483891.4096903007, 260034.0352263963 1483891.4096903007, 260034.0352263963 1483895.1270408984, 260030.9374342316 1483895.1270408984))"
270,923,396,153,0.7086530327796936,infested_tree,jpg/tile_15_5.jpg,15,5,468,847,"[260032.5144920609, 0.014080873475957724, 0.0, 1484080.0370713845, 0.0, -0.014080873475957724]",1.1,"POLYGON ((260036.3163278994 1484067.0404251663, 260036.3163278994 1484064.8860515244, 260041.89235379588 1484064.8860515244, 260041.89235379588 1484067.0404251663, 260036.3163278994 1484067.0404251663))"
825,876,337,246,0.4038483202457428,healthy_tree,jpg/tile_15_6.jpg,15,6,993,753,"[260032.5144920609, 0.014080873475957724, 0.0, 1484065.9561979086, 0.0, -0.014080873475957724]",1.1,"POLYGON ((260044.13121267856 1484053.6213527436, 260044.13121267856 1484050.1574578686, 260048.87646703995 1484050.1574578686, 260048.87646703995 1484053.6213527436, 260044.13121267856 1484053.6213527436))"
921,471,156,615,0.3100179433822632,infested_tree,jpg/tile_15_8.jpg,15,8,999,164,"[260032.5144920609, 0.014080873475957724, 0.0, 1484037.7944509566, 0.0, -0.014080873475957724]",1.1,"POLYGON ((260045.48297653225 1484031.1623595494, 260045.48297653225 1484022.5026223618, 260047.6795927945 1484022.5026223618, 260047.6795927945 1484031.1623595494, 260045.48297653225 1484031.1623595494))"
824,714,351,531,0.3344035744667053,healthy_tree,jpg/tile_15_9.jpg,15,9,999,449,"[260032.5144920609, 0.014080873475957724, 0.0, 1484023.7135774808, 0.0, -0.014080873475957724]",1.1,"POLYGON ((260044.11713180508 1484013.659833819, 260044.11713180508 1484006.182890003, 260049.05951839514 1484006.182890003, 260049.05951839514 1484013.659833819, 260044.11713180508 1484013.659833819))"
